5.1055	-0.00648348	0.052597	-0.143036	0.568138	-0.414772	-0.0511996	0.00661046	-0.00300131	-0.345099	0.606397	-0.248552	0.00675114	0.000375222	0.632682	0.00457987	0.433918	-0.667506	-0.451042	-0.00406891	0.59239	0.153327	0.0388369	-0.209683	-0.423857	0.282216	-0.0173545	0.935827	-0.00167555	-0.00581397	-0.00121816	0.999981	0.233396	-0.28088	3.92138	-0.152009	0.127823	-0.000519649	0.307243	0.118112	0.168751	0.428897	-0.124597	0.167855	
5.106	-0.00648328	0.0529142	-0.143043	0.568366	-0.415111	-0.0514219	0.00660846	-0.00270489	-0.345024	0.606415	-0.24866	0.00653876	0.000396817	0.634402	-0.0134369	0.456347	-0.676981	-0.444708	-0.00399087	0.592832	0.150497	0.0367825	-0.21665	-0.42475	0.282332	-0.0174947	0.935832	-0.00171367	-0.00578112	-0.0012186	0.999981	0.232085	-0.28051	3.92279	-0.15266	0.131202	-0.000663592	0.307242	0.118124	0.168786	0.428905	-0.124598	0.167857	
5.1065	-0.00648307	0.053232	-0.143059	0.568606	-0.415454	-0.0516418	0.0066065	-0.0024085	-0.34495	0.606432	-0.248771	0.00632599	0.000417385	0.635672	-0.0320162	0.479472	-0.685661	-0.439684	-0.00391725	0.592785	0.147442	0.0348362	-0.223194	-0.425537	0.282447	-0.0176346	0.935837	-0.00175186	-0.00574741	-0.00121908	0.999981	0.230753	-0.280111	3.9242	-0.152929	0.134634	-0.000795406	0.307242	0.118135	0.168822	0.428913	-0.124599	0.167858	
5.107	-0.00648285	0.0535503	-0.143084	0.568857	-0.4158	-0.0518598	0.00660458	-0.00211236	-0.344878	0.606449	-0.248886	0.00611288	0.000436977	0.636524	-0.0511003	0.503223	-0.693558	-0.436021	-0.00384781	0.592274	0.144184	0.0329923	-0.229339	-0.426226	0.282562	-0.0177743	0.935843	-0.00179002	-0.00571284	-0.00121958	0.999981	0.229404	-0.279684	3.9256	-0.152833	0.138108	-0.000915399	0.307242	0.118147	0.16886	0.42892	-0.1246	0.167859	
5.1075	-0.00648262	0.0538688	-0.14312	0.569121	-0.416151	-0.0520766	0.00660269	-0.0018167	-0.344808	0.606465	-0.249004	0.00589947	0.000455642	0.63698	-0.0706347	0.527538	-0.700702	-0.433684	-0.00378232	0.591325	0.14075	0.0312454	-0.235106	-0.426824	0.282676	-0.0179138	0.935849	-0.00182807	-0.00567739	-0.00122012	0.999981	0.228041	-0.27923	3.92699	-0.152393	0.141612	-0.00102388	0.307242	0.11816	0.168898	0.428926	-0.124601	0.16786	
5.108	-0.00648239	0.0541873	-0.143165	0.569397	-0.416504	-0.0522928	0.00660083	-0.00152172	-0.344739	0.606479	-0.249124	0.0056858	0.000473417	0.637045	-0.0905585	0.552353	-0.707148	-0.432441	-0.00372053	0.589958	0.137163	0.0295905	-0.240519	-0.427334	0.282789	-0.018053	0.935855	-0.00186594	-0.00564107	-0.00122068	0.999982	0.226668	-0.27875	3.92837	-0.151626	0.145136	-0.00112118	0.307244	0.118173	0.168937	0.428932	-0.124602	0.167862	
5.1085	-0.00648214	0.0545057	-0.14322	0.569686	-0.416861	-0.0525089	0.006599	-0.00122762	-0.344672	0.606493	-0.249247	0.00547192	0.000490336	0.636723	-0.110815	0.577608	-0.712955	-0.432038	-0.00366223	0.588194	0.133448	0.0280226	-0.245599	-0.427762	0.282902	-0.018192	0.935861	-0.00190352	-0.00560385	-0.00122127	0.999982	0.225291	-0.278245	3.92973	-0.150548	0.148669	-0.00120762	0.307246	0.118186	0.168978	0.428937	-0.124603	0.167863	
5.109	-0.0064819	0.0548236	-0.143286	0.569988	-0.41722	-0.052725	0.00659717	-0.00093463	-0.344608	0.606507	-0.249372	0.00525787	0.000484134	0.635948	-0.131373	0.603282	-0.718201	-0.432205	-0.00364608	0.585988	0.129619	0.0265483	-0.25037	-0.428089	0.283014	-0.0183307	0.935867	-0.00194076	-0.00556576	-0.00122186	0.999982	0.223911	-0.277713	3.93107	-0.149123	0.152205	-0.0012616	0.307248	0.1182	0.16902	0.428942	-0.124604	0.167863	
5.1095	-0.00648166	0.055141	-0.143362	0.570302	-0.417581	-0.0529413	0.00659535	-0.00064295	-0.344545	0.606519	-0.249499	0.00504371	0.000473905	0.634731	-0.152184	0.629327	-0.722943	-0.43273	-0.00365164	0.583361	0.125702	0.0251531	-0.254844	-0.428326	0.283125	-0.0184691	0.935873	-0.00197755	-0.00552678	-0.00122247	0.999982	0.222534	-0.277154	3.93238	-0.147371	0.155735	-0.00129022	0.307252	0.118215	0.169063	0.428946	-0.124604	0.167864	
5.11	-0.00648143	0.0554578	-0.143449	0.57063	-0.417945	-0.0531581	0.00659351	-0.000352553	-0.344484	0.606531	-0.249629	0.00482943	0.00046198	0.633546	-0.173235	0.655798	-0.727302	-0.43353	-0.00367538	0.580794	0.121698	0.0238311	-0.258953	-0.428559	0.283236	-0.0186073	0.93588	-0.00201392	-0.00548692	-0.00122307	0.999982	0.221162	-0.276582	3.93365	-0.145688	0.159249	-0.00129625	0.307256	0.11823	0.169107	0.428949	-0.124605	0.167865	
5.1105	-0.00648121	0.055774	-0.143546	0.570972	-0.418311	-0.0533753	0.00659165	-6.34119e-05	-0.344425	0.606542	-0.24976	0.00461504	0.000449239	0.63238	-0.194471	0.682629	-0.731311	-0.434491	-0.00371488	0.578282	0.117624	0.0225787	-0.262703	-0.42879	0.283346	-0.0187451	0.935887	-0.00204988	-0.0054462	-0.00122367	0.999982	0.219798	-0.275999	3.9349	-0.144068	0.162737	-0.00128115	0.307261	0.118245	0.169153	0.428953	-0.124605	0.167866	
