5.787	-0.000158192	-0.0317696	-0.340709	0.581222	-0.234224	0.0358236	0.00154397	-0.0888789	0.102185	0.319962	-0.419059	0.0925328	0.00331584	-0.24614	0.285489	-0.102388	-0.379684	0.353784	0.00123099	-0.261553	0.202741	-0.0117944	-0.314363	0.372265	0.357862	0.0452102	0.942823	-0.00191459	-0.00388111	-0.00079458	0.99999	0.322245	0.26919	0.0562548	-0.129348	0.206247	-0.00631607	0.507558	0.123241	0.171687	0.294545	-0.119643	0.175621	
5.7875	-0.000156499	-0.0318935	-0.340567	0.581171	-0.234414	0.0360003	0.00154457	-0.0890115	0.102275	0.319979	-0.419229	0.0927184	0.00338623	-0.247823	0.283358	-0.101094	-0.379441	0.353372	0.00119927	-0.265149	0.181341	0.0338654	-0.340148	0.371226	0.35802	0.0453446	0.94285	-0.00194642	-0.00382938	-0.000796415	0.99999	0.321704	0.26896	0.0558789	-0.127515	0.206823	-0.0064503	0.507559	0.123243	0.171687	0.294557	-0.119644	0.175692	
5.788	-0.000154751	-0.0320183	-0.340427	0.581122	-0.234604	0.0361768	0.00154516	-0.0891459	0.102355	0.320019	-0.419412	0.0929035	0.00349705	-0.24951	0.281007	-0.0996969	-0.379183	0.352981	0.00117693	-0.268763	0.1589	0.0811799	-0.365893	0.370201	0.358177	0.0454789	0.942877	-0.0019778	-0.00377748	-0.000798294	0.999991	0.321125	0.268738	0.0555005	-0.125685	0.207503	-0.0066294	0.507559	0.123245	0.171688	0.294568	-0.119645	0.175763	
5.7885	-0.000152929	-0.0321439	-0.340287	0.581072	-0.234793	0.0363531	0.00154574	-0.0892821	0.102422	0.320084	-0.419607	0.0930881	0.00364445	-0.251193	0.278471	-0.0982193	-0.378908	0.352609	0.00115744	-0.272386	0.135615	0.129726	-0.391223	0.369201	0.358335	0.0456131	0.942904	-0.00200872	-0.0037254	-0.000800226	0.999991	0.320513	0.268523	0.0551211	-0.123866	0.20827	-0.00684862	0.50756	0.123247	0.171688	0.294579	-0.119646	0.175836	
5.789	-0.000151016	-0.0322703	-0.340149	0.581024	-0.234982	0.0365292	0.0015463	-0.0894201	0.102478	0.320174	-0.419815	0.0932723	0.00382452	-0.252862	0.275785	-0.0966793	-0.378618	0.352254	0.00113309	-0.27601	0.111657	0.179148	-0.415846	0.36823	0.358492	0.0457472	0.94293	-0.00203918	-0.0036731	-0.00080222	0.999991	0.319874	0.268314	0.054742	-0.122064	0.209109	-0.00710346	0.507561	0.123248	0.171688	0.294589	-0.119648	0.175911	
5.7895	-0.000148999	-0.0323976	-0.340013	0.580977	-0.235171	0.0367052	0.00154686	-0.0895599	0.102522	0.320288	-0.420035	0.0934559	0.00403444	-0.254513	0.272977	-0.0950925	-0.378314	0.351914	0.00110712	-0.279628	0.0871674	0.229166	-0.439561	0.367294	0.358649	0.0458813	0.942957	-0.0020692	-0.00362058	-0.000804286	0.999991	0.319211	0.268111	0.0543642	-0.120283	0.210008	-0.00739087	0.507562	0.12325	0.171688	0.294599	-0.119651	0.175986	
5.79	-0.000146863	-0.0325256	-0.339878	0.58093	-0.235361	0.036881	0.0015474	-0.0897015	0.102553	0.320428	-0.420266	0.0936391	0.00427249	-0.256142	0.270072	-0.093472	-0.377996	0.351589	0.00109253	-0.283233	0.062256	0.279575	-0.462257	0.366393	0.358805	0.0460152	0.942983	-0.00209879	-0.00356782	-0.000806429	0.999991	0.318529	0.267913	0.0539882	-0.118526	0.210955	-0.0077092	0.507562	0.123252	0.171688	0.294608	-0.119653	0.176063	
5.7905	-0.000144595	-0.0326545	-0.339744	0.580884	-0.235549	0.0370566	0.00154794	-0.0898449	0.102572	0.320593	-0.420508	0.0938219	0.00453585	-0.257747	0.26709	-0.0918276	-0.377666	0.351276	0.00107859	-0.286824	0.0370053	0.330233	-0.483896	0.365526	0.358961	0.046149	0.943009	-0.00212793	-0.00351481	-0.000808658	0.999991	0.31783	0.26772	0.0536144	-0.116795	0.211941	-0.008055	0.507563	0.123254	0.171688	0.294616	-0.119657	0.176141	
5.791	-0.000142184	-0.0327842	-0.339612	0.580839	-0.235738	0.0372321	0.00154847	-0.0899901	0.102577	0.320784	-0.42076	0.0940042	0.00482189	-0.259326	0.264047	-0.0901673	-0.377324	0.350976	0.00105513	-0.290398	0.0114782	0.381043	-0.504489	0.364695	0.359117	0.0462827	0.943035	-0.00215666	-0.00346156	-0.000810979	0.999991	0.317118	0.267531	0.0532432	-0.115091	0.212959	-0.00842517	0.507564	0.123256	0.171688	0.294625	-0.119661	0.17622	
5.7915	-0.000139619	-0.0329146	-0.339482	0.580795	-0.235926	0.0374075	0.00154899	-0.0901371	0.10257	0.321	-0.421022	0.0941862	0.00512977	-0.260878	0.260959	-0.0884985	-0.376971	0.350687	0.00103476	-0.293953	-0.014275	0.431941	-0.524088	0.363896	0.359272	0.0464163	0.94306	-0.00218496	-0.00340804	-0.000813397	0.999991	0.316394	0.267346	0.0528746	-0.113414	0.214002	-0.00881899	0.507565	0.123258	0.171689	0.294633	-0.119665	0.1763	
5.792	-0.00013689	-0.0330458	-0.339353	0.580751	-0.236115	0.0375827	0.0015495	-0.0902858	0.10255	0.321241	-0.421294	0.0943677	0.00545803	-0.262405	0.257839	-0.0868271	-0.376608	0.350411	0.00101809	-0.297487	-0.0402142	0.482883	-0.542759	0.363127	0.359427	0.0465499	0.943086	-0.00221285	-0.00335425	-0.000815919	0.999992	0.315661	0.267165	0.0525087	-0.111764	0.215064	-0.00923478	0.507565	0.123259	0.171689	0.29464	-0.11967	0.176382	
5.7925	-0.000133987	-0.0331778	-0.339226	0.580709	-0.236303	0.0377577	0.00155	-0.0904363	0.102517	0.321508	-0.421574	0.0945489	0.00580524	-0.263907	0.254697	-0.0851583	-0.376237	0.350147	0.00100548	-0.301	-0.0663044	0.533837	-0.560577	0.362386	0.359582	0.0466833	0.943111	-0.00224033	-0.0033002	-0.000818548	0.999992	0.314921	0.266988	0.0521455	-0.11014	0.216138	-0.00967098	0.507566	0.123261	0.171689	0.294648	-0.119675	0.176464	
5.793	-0.000130902	-0.0333105	-0.3391	0.580667	-0.236491	0.0379327	0.0015505	-0.0905886	0.102471	0.3218	-0.421863	0.0947298	0.00617003	-0.265383	0.251547	-0.0834973	-0.375858	0.349895	0.000997026	-0.30449	-0.0925135	0.584772	-0.577618	0.36167	0.359736	0.0468167	0.943136	-0.00226741	-0.00324588	-0.000821291	0.999992	0.314176	0.266815	0.0517852	-0.108543	0.21722	-0.0101261	0.507567	0.123263	0.171689	0.294655	-0.11968	0.176548	
5.7935	-0.000127627	-0.0334439	-0.338976	0.580626	-0.236679	0.0381075	0.00155099	-0.0907426	0.102411	0.322118	-0.42216	0.0949102	0.00655041	-0.266834	0.248396	-0.0818485	-0.375471	0.349654	0.000981414	-0.30796	-0.118811	0.635658	-0.59395	0.360981	0.35989	0.0469499	0.943161	-0.0022941	-0.00319129	-0.000824151	0.999992	0.313427	0.266644	0.0514276	-0.106971	0.218305	-0.0105975	0.507568	0.123265	0.171689	0.294662	-0.119687	0.176634	
5.794	-0.000124154	-0.033578	-0.338853	0.580586	-0.236866	0.0382822	0.00155147	-0.0908983	0.102339	0.322461	-0.422465	0.0950904	0.00694585	-0.26826	0.245256	-0.080217	-0.375077	0.349425	0.000970501	-0.311405	-0.145166	0.686463	-0.609634	0.360315	0.360044	0.0470831	0.943186	-0.0023204	-0.00313643	-0.000827132	0.999992	0.312675	0.266477	0.0510729	-0.105425	0.219388	-0.0110851	0.507568	0.123267	0.171689	0.294669	-0.119693	0.17672	
5.7945	-0.000120478	-0.0337128	-0.338732	0.580546	-0.237053	0.0384568	0.00155195	-0.0910557	0.102253	0.32283	-0.422777	0.0952702	0.00735354	-0.269667	0.242111	-0.0785554	-0.37472	0.349208	0.000953311	-0.314834	-0.171549	0.737152	-0.62472	0.359674	0.360197	0.0472162	0.94321	-0.00234632	-0.0030813	-0.000830238	0.999992	0.311923	0.266313	0.0507224	-0.1039	0.220466	-0.011586	0.507569	0.123269	0.171689	0.294676	-0.1197	0.176808	
